GivenName,Surname,StreetAddress,City,State,StateFull,ZipCode,EmailAddress,Username,Password,TelephoneNumber,MothersMaiden,Birthday,Age,CCNumber,CVV2,NationalID,BloodType,Kilograms,Centimeters,Latitude,Longitude
Andria,Hooper,1236 Bruce Street,Saint Louis,MO,Missouri,63146,AndriaRHooper@einrot.com,Eattelf,ooxie2YuDoo,314-288-8737,Cooper,6/19/1934,83,5.10E+15,381,489-50-9210,A+,49.4,157,38.68615,-90.48416
Richard,Randolph,1259 Carolina Avenue,Mcallen,TX,Texas,78501,RichardSRandolph@teleworm.us,Conwhod1940,Gee3ooKuje6s,956-872-9139,Ahern,2/16/1940,77,5.29E+15,818,464-51-8301,B+,95.4,164,26.237305,-98.227119
Edward,Bell,4083 Sardis Sta,Fort Worth,TX,Texas,76104,EdwardLBell@jourrapide.com,Octisher,oY4sief4n,817-683-8141,Otis,1/1/1951,66,4.53E+15,865,640-58-1738,AB+,107.9,181,32.642926,-97.365805
Isaac,Moore,417 James Martin Circle,Columbus,OH,Ohio,43206,IsaacLMoore@jourrapide.com,Argoor,Ohxie0Iu,614-449-5720,Conley,7/12/1978,38,5.29E+15,726,299-16-3551,B+,68.2,180,39.944243,-82.985382
Roy,Ragusa,4235 Platinum Drive,Conoquenessing,PA,Pennsylvania,16027,RoyPRagusa@superrito.com,Fest1960,Choon6ie6Ch,724-789-6550,Keener,9/8/1960,56,5.44E+15,440,182-20-7480,B+,104.3,185,40.890354,-80.050546
Lilia,Pratt,4607 McVaney Road,Hickory,NC,North Carolina,28601,LiliaMPratt@dayrep.com,Acialved,aedohbohS4oo,828-302-8755,Buttler,10/10/1982,34,4.53E+15,808,240-34-5293,AB-,58.7,159,35.841352,-81.258658
Joan,Allen,3101 Conference Center Way,Herndon,VA,Virginia,22090,JoanJAllen@fleckens.hu,Prommor,phu6Oghae,571-225-0893,Ross,12/30/1968,48,4.54E+15,569,231-28-3117,AB+,78.1,163,39.043208,-77.35769
Benton,Smith,403 Five Points,Baltimore,MD,Maryland,21202,BentonLSmith@gustr.com,Soleass,Aitiem4re,443-241-8858,English,12/16/1963,53,5.15E+15,286,214-25-4112,O+,79.2,168,39.343446,-76.561563
Pierre,Parkin,4195 Tecumsah Lane,Shreveport,LA,Louisiana,71101,PierreMParkin@teleworm.us,Thasente,ax8eeXachie,318-902-8875,Fortier,7/5/1979,37,4.72E+15,158,660-05-4340,O+,75.5,172,32.593405,-93.834273
Mary,Jones,3933 University Drive,Chicago,IL,Illinois,60606,MaryHJones@gustr.com,Fifue1951,uoDairuu4ph,312-798-5086,Bullock,5/21/1951,66,4.56E+15,807,353-05-9572,O+,91.6,165,41.819308,-87.595476
David,Marcantel,998 Mount Street,Saginaw,MI,Michigan,48607,DavidLMarcantel@gustr.com,Tandinque,LoeSe3igain,989-571-6220,Bullock,9/16/1923,93,5.60E+15,808,384-06-2325,O+,59.2,169,43.499951,-83.958835
Sergio,Adams,3774 White Lane,Bentonville,AR,Arkansas,72712,SergioGAdams@dayrep.com,Pladid,iep1Eide2e,479-204-8954,Allred,9/29/1975,41,4.54E+15,215,429-38-7208,B+,73.7,189,36.262836,-94.296596
Bonnie,Bieker,4031 Simpson Street,Davenport,IL,Illinois,52803,BonnieMBieker@teleworm.us,Nothisper57,Sha8eiKa,309-845-7154,Braun,5/4/1957,60,4.72E+15,436,331-02-2607,B+,59,168,41.62437,-90.486842
James,Trimble,487 Raintree Boulevard,Muncie,IN,Indiana,47305,JamesTTrimble@armyspy.com,Thencass41,ugochei3S,765-254-5347,Richardson,3/22/1941,76,4.54E+15,651,312-36-6119,O+,91.3,162,40.230411,-85.399833
Ernestine,Shepherd,743 Red Maple Drive,Gardena,CA,California,90247,ErnestineOShepherd@dayrep.com,Thell1975,Mae9chie6,323-362-2131,Stollings,5/25/1975,42,5.16E+15,470,604-54-2533,A-,104.9,161,33.949314,-118.381424
David,Donaldson,845 Fairway Drive,Eureka,CA,California,95501,DavidRDonaldson@rhyta.com,Angth1964,ieb0johJoo,707-499-7089,Miller,9/22/1964,52,5.40E+15,837,613-36-8142,O+,102.3,177,40.772973,-124.177313
Francis,Jordan,3336 Watson Street,Trenton,NJ,New Jersey,8608,FrancisEJordan@cuvox.de,Eirchey,Ieng9gae4yae,609-777-9204,Sykes,6/1/1968,49,5.58E+15,739,143-05-7694,O+,100.6,185,40.251144,-74.743563
Cynthia,Williams,4675 Stiles Street,Pittsburgh,PA,Pennsylvania,15226,CynthiaLWilliams@teleworm.us,Thandat,wahjoon0Ohgh,412-561-0311,Black,5/4/1963,54,4.72E+15,772,200-01-8254,O+,74,153,40.415711,-80.106334
Rita,Muro,4450 Goff Avenue,Allegan,MI,Michigan,49010,RitaHMuro@fleckens.hu,Purte1968,Yeeghabe1i,269-673-0164,Brown,4/25/1968,49,5.54E+15,652,375-01-2194,O-,72.9,163,42.550673,-85.77338
Catherine,Coley,3313 Ryan Road,Artesian,SD,South Dakota,57314,CatherineMColey@teleworm.us,Musur1931,kuz6ze2AiQu,605-527-3262,Barnes,3/2/1931,86,5.57E+15,301,504-03-0207,B-,65.2,157,44.018741,-98.102443
Christopher,Pritts,2877 Poling Farm Road,Ainsworth,NE,Nebraska,69210,ChristopherCPritts@teleworm.us,Aguied86,ziengaNg2Rith,402-382-3473,Hulsey,12/1/1986,30,4.56E+15,879,507-32-4350,B+,76.3,178,42.404834,-99.997288
Eugene,Joyce,2970 Lake Forest Drive,White Plains,NY,New York,10601,EugeneIJoyce@armyspy.com,Twonver81,heex6phiSh,914-269-2708,Lara,4/6/1981,36,5.16E+15,134,093-46-0327,O+,93.5,174,41.054668,-73.724947
Marilyn,Dennis,2112 Mcwhorter Road,Jackson,MS,Mississippi,39201,MarilynMDennis@jourrapide.com,Nortur,liash4Egh,662-516-0649,Whittle,6/11/1925,92,5.51E+15,251,428-07-8675,A+,78.2,156,32.246733,-90.141445
Vania,Cogan,1098 Sun Valley Road,Sunnyside,WA,Washington,98944,VaniaJCogan@gustr.com,Preavermy,Quai4usoh,509-837-4885,Spangler,3/24/1946,71,5.53E+15,918,535-78-8632,O+,82.5,169,46.371177,-119.950935
David,Gonzalez,4741 Station Street,San Francisco,CA,California,94104,DavidMGonzalez@armyspy.com,Millese58,oXaelooT3Ah,510-921-8218,Coleman,7/9/1958,58,4.54E+15,954,556-44-8461,AB+,87,183,37.845572,-122.345165
Linda,Garcia,1960 Lawman Avenue,Reston,VA,Virginia,22070,LindaDGarcia@cuvox.de,Haverm,pooChei5Choh,703-264-0845,Walker,3/11/1935,82,4.93E+15,488,223-58-0666,A+,75.1,151,38.931331,-77.265403
Faye,Weeks,314 Jehovah Drive,Spotsylvania,VA,Virginia,22553,FayeNWeeks@rhyta.com,Halwas,Chahn4Ui,540-507-2730,Mendoza,5/17/1945,72,4.92E+15,832,231-63-4688,A+,89.4,152,38.284463,-77.702622
Anthony,Shelton,850 Preston Street,Rush Center,KS,Kansas,67575,AnthonyCShelton@rhyta.com,Niname,lee3iuThei,620-923-3684,Berman,2/19/1953,64,5.17E+15,718,513-82-2728,A+,93.3,174,38.384929,-99.32916
Arlene,McDonald,4587 Drainer Avenue,Quincy,FL,Florida,32351,ArleneCMcDonald@superrito.com,Gravers,iel3So8xoog,850-627-0520,Oaks,8/10/1969,47,4.53E+15,846,264-49-6842,A+,97,163,30.474371,-84.655899
Linda,Oliver,2468 Taylor Street,White Plains,NY,New York,10641,LindaTOliver@fleckens.hu,Thoted,Iey1eim3,914-597-5738,Swartz,4/4/1938,79,5.37E+15,97,111-84-1476,O+,104.3,162,41.019389,-73.840857
Adam,Parsons,723 Gateway Avenue,Bakersfield,CA,California,92802,AdamLParsons@fleckens.hu,Vibody,Uquuayae6oh,661-858-6650,Burnley,12/7/1985,31,5.29E+15,631,551-46-1423,O+,80.3,187,35.242177,-119.101325
Rosa,Croskey,2054 Grasselli Street,Dover,NH,New Hampshire,3820,RosaJCroskey@dayrep.com,Mannever,weiQu0seiG,603-376-7119,Otto,1/20/1949,68,5.40E+15,524,003-64-4556,O+,85.5,159,43.203326,-70.947045
Melissa,Milligan,2197 Terra Cotta Street,Hawley,MN,Minnesota,56549,MelissaRMilligan@rhyta.com,Sters1932,xie6sikoim2T,218-483-1180,Bigelow,7/28/1932,84,5.27E+15,499,470-15-5960,B+,55.4,150,46.752179,-96.223252
Angelique,Shuman,1451 Golden Ridge Road,Schenectady,NY,New York,12303,AngeliqueRShuman@superrito.com,Reem1970,Laexio2cie7,518-379-7280,Hartzog,10/25/1970,46,4.92E+15,334,091-80-5665,A+,77.3,168,42.658235,-73.83129
Ivan,Turner,3350 Cinnamon Lane,San Antonio,TX,Texas,78212,IvanSTurner@dayrep.com,Houcter,peem6she0Ie,210-755-4408,Suarez,1/9/1969,48,4.49E+15,657,458-37-5099,A+,71.4,186,29.417162,-98.512384
Justin,Mendez,1099 James Martin Circle,Columbus,OH,Ohio,43215,JustinSMendez@rhyta.com,Seliffe1939,AimuL9aeng,614-425-2263,Dobbins,9/25/1939,77,5.11E+15,383,297-34-2361,A+,71.8,164,39.867673,-83.030002
Heather,Brooks,3070 Chenoweth Drive,Pulaski,TN,Tennessee,38478,HeatherGBrooks@jourrapide.com,Incturban,ob0Au5jee,931-468-6366,Wilson,3/12/1964,53,5.21E+15,721,763-01-7072,B+,54,167,35.162461,-86.982956
Lois,Cook,2397 Deer Ridge Drive,Newark,NJ,New Jersey,7102,LoisJCook@fleckens.hu,Iont1963,aja6AeW6,973-645-5642,Murdock,6/28/1963,53,4.54E+15,576,143-17-9199,B+,89.4,161,40.710509,-74.121768
Gary,Avans,1855 Forest Drive,Dale City,VA,Virginia,22193,GaryMAvans@dayrep.com,Sountood,uM4shaigh,703-878-5779,Thomas,6/19/1923,94,4.93E+15,523,694-03-0312,B+,93.2,181,38.652897,-77.252249
Wm,Mason,3644 Crim Lane,Dayton,OH,Ohio,45407,WmMMason@jourrapide.com,Hareposto1985,ohGoo4aF7,937-771-9566,Davis,3/17/1985,32,4.53E+15,835,291-14-3405,AB+,106.3,176,39.821353,-84.100468
Erin,Lane,3744 Romines Mill Road,Dallas,TX,Texas,75201,ErinSLane@rhyta.com,Stroardlean,budouHoh6,214-617-9476,Pinkston,5/28/1975,42,5.15E+15,972,629-74-8901,A+,99.7,155,32.872815,-96.804928
Linda,Elmore,2269 Oakmound Drive,Hickory Hills,IL,Illinois,60457,LindaAElmore@rhyta.com,Trepen,OhzoaM1yee,773-421-6967,Pray,7/31/1970,46,4.56E+15,145,339-98-1852,A-,103.2,173,41.689163,-87.754914
Barbara,Hosking,2941 Bagwell Avenue,Brooksville,FL,Florida,34601,BarbaraRHosking@rhyta.com,Feelivent,shooMiePo7Ee3,352-799-8309,Thompson,5/27/1933,84,4.92E+15,582,264-18-5168,O+,56.8,152,28.49951,-82.300463
Stacey,Mason,2599 Airplane Avenue,Meriden,CT,Connecticut,6450,StaceyWMason@fleckens.hu,Thef1990,iep8peeD1yoh,860-841-6003,Barron,1/20/1990,27,5.44E+15,953,041-82-6029,B+,90,162,41.519243,-72.789728
Joan,Foster,448 Walnut Avenue,Dumont,NJ,New Jersey,7628,JoanCFoster@superrito.com,Mostanquest,ohXooSao2i,201-501-3535,Ross,11/27/1934,82,4.72E+15,197,157-52-9157,B-,72.1,151,40.984844,-73.924721
Virginia,William,3864 Frederick Street,Sacramento,CA,California,95817,VirginiaRWilliam@einrot.com,Mandear47,gaph0Jooph,916-227-4225,Carmack,9/25/1947,69,5.38E+15,389,550-66-2153,A+,53.8,156,38.524016,-121.523859
Brittney,Farrell,1262 Sampson Street,Centennial,CO,Colorado,80112,BrittneyMFarrell@jourrapide.com,Actem1974,Wopotie2,303-598-0822,Dahlin,6/24/1974,43,5.24E+15,763,651-14-1377,A+,52.2,172,39.674793,-104.971022
Michael,Dowdy,4801 Duff Avenue,Hardwick,VT,Vermont,5843,MichaelMDowdy@dayrep.com,Marban,Eiph7ahn,802-472-7881,Reilly,7/30/1969,47,5.18E+15,351,008-56-8027,A+,102.5,183,44.608986,-72.43904
Katherine,Bruno,4329 Oak Ridge Drive,Middletown,MO,Missouri,63359,KatherineJBruno@superrito.com,Suieckled,saekeeCua7Ae,573-549-7658,Franko,12/5/1926,90,4.72E+15,727,494-88-3095,A-,65.8,151,39.226135,-91.279041
Thomas,Navarette,3134 Aviation Way,Los Angeles,CA,California,90017,ThomasPNavarette@einrot.com,Agantiched,ohJ3iebeuf,213-828-3303,Cintron,9/7/1934,82,5.31E+15,516,613-26-3537,A+,87.6,171,33.983178,-118.250662
Ronnie,Rivera,3777 Little Acres Lane,Springfield,IL,Illinois,62707,RonnieKRivera@jourrapide.com,Moring,zoh7ooGhoo,217-899-9969,Mashburn,8/28/1927,89,4.53E+15,218,349-42-3082,O+,88.6,162,39.885208,-89.70017
Ella,Telles,394 Thompson Drive,Fremont,CA,California,94538,EllaRTelles@superrito.com,Coudes87,zof8IeP8ph,510-445-3362,Ferry,10/6/1987,29,4.54E+15,557,624-03-7436,B+,99.2,174,37.456705,-122.004336
John,Schultz,695 Short Street,Austin,TX,Texas,78701,JohnESchultz@einrot.com,Mork1955,lah1paPhey,512-941-6274,Clark,5/18/1955,62,5.23E+15,883,452-12-1521,O+,98.5,183,30.185376,-97.809384
Allen,Ramirez,1445 Raver Croft Drive,Chattanooga,TN,Tennessee,37421,AllenTRamirez@armyspy.com,Indee1956,iXaoboe8im6,423-593-4163,Johnson,7/18/1956,60,4.49E+15,212,413-19-4287,O+,106.5,176,34.969311,-85.230951
Marcy,Yetter,3704 Friendship Lane,Sunnyvale,CA,California,94086,MarcyWYetter@dayrep.com,Arld1938,Ieh5aikie6ai,408-582-3927,Aguinaldo,9/1/1938,78,4.72E+15,729,623-44-7231,A+,77.5,168,37.435176,-122.066583
Steve,Dreyer,1053 Shinn Street,New York,NY,New York,10017,SteveKDreyer@gustr.com,Butial,je2so2Iigo0,212-771-0474,White,4/4/1923,94,4.56E+15,406,059-36-5355,O+,59.8,168,40.717722,-73.907612
Shala,Massey,4166 Waterview Lane,Columbus,NM,New Mexico,88029,ShalaSMassey@gustr.com,Lects1956,roi0aetoeTh,505-531-0268,Williams,5/9/1956,61,5.20E+15,475,649-03-7169,O+,51.1,172,31.779962,-107.607778
Joseph,Ryder,3459 Trouser Leg Road,Shelburne,MA,Massachusetts,1301,JosephWRyder@armyspy.com,Roody1925,zee0ahghahG,413-834-3213,Guyette,6/22/1925,92,5.59E+15,808,014-12-1202,A-,99.2,161,42.603567,-72.731584
Kristy,Adams,4094 Beechwood Drive,Pittsburgh,PA,Pennsylvania,15212,KristyPAdams@rhyta.com,Whetter1982,eoph8poW,412-252-0900,Murphy,7/7/1982,34,5.45E+15,72,208-26-2583,B+,90.5,157,40.487667,-79.977705
Brian,Kerr,568 Maple Court,Edgar Springs,MO,Missouri,65462,BrianJKerr@cuvox.de,Holed1967,ooFii4hai7poh,573-435-4611,Bowser,9/21/1967,49,4.53E+15,586,492-48-2233,B+,79.5,182,37.769769,-91.775645
Alma,Miller,3410 Sumner Street,Los Angeles,CA,California,90017,AlmaGMiller@superrito.com,Dinar1968,tho9Bei4koh,310-596-9222,Vann,1/26/1968,49,4.53E+15,121,570-88-0326,A+,97.5,156,34.035562,-118.189147
Ryan,Sanders,675 Parkway Drive,Tucson,AZ,Arizona,85701,RyanMSanders@armyspy.com,Fleford,jai8meePhie,520-547-6697,Williams,6/25/1962,55,5.59E+15,416,765-20-8055,O+,81,177,32.174517,-111.045675
Gladys,Cooke,1507 State Street,Maryland Heights,MO,Missouri,63141,GladysDCooke@armyspy.com,Divictlerner44,ja8IeSheePee,314-237-5118,Alanis,3/12/1944,73,5.12E+15,182,499-74-3222,A+,91.2,152,38.716099,-90.405475
Randy,Stull,3072 Eva Pearl Street,Baton Rouge,LA,Louisiana,70802,RandyCStull@cuvox.de,Spental85,aiM4hie8i,225-578-6730,Chase,6/5/1985,32,5.26E+15,429,659-03-6802,A+,80,175,30.434825,-91.218491
Derrick,Broome,1182 Mount Tabor,White Plains,NY,New York,10601,DerrickLBroome@fleckens.hu,Whichoune,miefu3Aech,914-554-8300,Bishop,3/21/1962,55,4.92E+15,373,133-44-2635,O+,105.2,185,41.05402,-73.831612
Joe,Robinson,1223 Lonely Oak Drive,Fort Morgan,AL,Alabama,36542,JoeFRobinson@gustr.com,Butoot27,waet8Ohlo,251-540-9689,Dube,5/25/1927,90,4.72E+15,666,418-78-3361,B+,72.4,183,30.221401,-88.083513
Michael,Brunet,746 Mutton Town Road,Bellingham,WA,Washington,98225,MichaelDBrunet@dayrep.com,Theye1927,ievaLooL2oz,360-676-9378,Putnam,8/30/1927,89,5.44E+15,192,534-31-9676,B+,100.7,183,48.813649,-122.532955
Nicole,Pepe,1138 University Hill Road,Mahomet,IL,Illinois,61853,NicoleJPepe@einrot.com,Wasithe,eo7Ohnahxoh,217-586-4941,Schmitz,10/1/1958,58,4.49E+15,923,354-38-7673,O+,101.4,166,40.251352,-88.305515
Nathaniel,Strunk,324 Anthony Avenue,Newburg,TX,Texas,76801,NathanielAStrunk@armyspy.com,Clawaste44,Ahsah7uoghah,325-885-2692,Mason,10/22/1944,72,4.93E+15,768,645-40-7797,A+,103.3,173,29.832602,-96.465854
Claudia,Cronin,4347 Nicholas Street,Topeka,KS,Kansas,66604,ClaudiaJCronin@armyspy.com,Wrapprand,tha4Iegei,785-272-8780,Miller,6/28/1960,56,4.54E+15,595,514-42-9176,A+,81.1,155,39.030075,-95.694063
Terry,Prado,1229 Crim Lane,Cedarville,OH,Ohio,45314,TerryCPrado@rhyta.com,Comelf62,Iez0po0ouPh,937-766-9071,Garcia,8/8/1962,54,4.54E+15,383,271-40-3205,B+,103.6,170,39.730945,-83.729114
Michael,Savage,4061 Austin Avenue,Savannah,GA,Georgia,31401,MichaelNSavage@teleworm.us,Itaing,Iaxohp3we,912-292-9671,Smith,3/5/1969,48,5.12E+15,466,259-51-0588,B+,82.8,171,32.082286,-80.960018
Sam,Molina,3617 Nash Street,Chicago,IL,Illinois,60601,SamKMolina@teleworm.us,Casonctin,ohB0dep0Tue,312-946-6069,Gunn,1/23/1954,63,5.15E+15,564,336-70-0163,O+,65,180,41.873449,-87.546429
John,Estes,184 Upton Avenue,Fryeburg,ME,Maine,4037,JohnJEstes@armyspy.com,Friken,si1ohh2C,207-925-1091,Hardin,12/6/1977,39,5.50E+15,761,006-70-5171,O-,65.6,179,44.085945,-70.978252
April,Ivory,4486 Science Center Drive,Coeur D Alene,ID,Idaho,83814,AprilJIvory@rhyta.com,Throas,eedaw7BieZoh,208-659-0016,Packer,5/10/1964,53,4.49E+15,834,519-01-6206,O+,58,153,47.691901,-116.872177
Jeannie,Schmidt,2620 East Avenue,Tempe,AZ,Arizona,85282,JeannieJSchmidt@armyspy.com,Whateney,aigai6iQu,480-370-9611,Marsh,8/5/1935,81,4.54E+15,477,526-10-3916,A+,91.8,154,33.417899,-111.83699
Lydia,Matlock,3644 Tuna Street,Flint,MI,Michigan,48502,LydiaKMatlock@superrito.com,Corne1981,ahk8quo5O,810-760-2578,Villafane,12/21/1981,35,4.56E+15,842,368-18-1215,A+,72.7,159,42.981112,-83.61506
Laurie,Hodge,2822 Pyramid Valley Road,Waterloo,IA,Iowa,50703,LaurieCHodge@gustr.com,Looke1980,Daow9fie,319-504-3782,Ferguson,4/6/1980,37,4.92E+15,500,484-68-6062,B+,76.8,161,42.509979,-92.273829
Willie,Varner,228 Joseph Street,Milwaukee,WI,Wisconsin,53202,WillieAVarner@einrot.com,Younfelf,ieR4kee5xae,262-833-0163,Muro,4/3/1957,60,4.53E+15,718,389-12-0443,A+,89.4,168,42.970355,-87.823262
Joseph,Elliott,3980 Chatham Way,Beltsville,MD,Maryland,20705,JosephLElliott@armyspy.com,Hosen1946,Oaz0oh9roh,240-605-9050,Haines,6/11/1946,71,4.93E+15,163,220-45-3671,B+,76,166,39.060803,-76.965471
Thomas,McGowan,3746 Tenmile Road,Boston,MA,Massachusetts,2210,ThomasCMcGowan@teleworm.us,Wittentry,aeHai4thoh3,781-712-7519,Rankin,5/1/1926,91,4.53E+15,879,024-54-5158,O+,96.5,174,42.324635,-71.064797
Carrie,Benson,1411 Cecil Street,Chicago,IL,Illinois,60601,CarrieDBenson@armyspy.com,Whanifeceas,iiGeilood9,312-284-2267,Paradis,4/1/1924,93,5.32E+15,13,320-42-8325,A+,62.3,152,41.904673,-87.693512
Gary,Morton,1193 Ingram Street,Sidney,OH,Ohio,45365,GaryCMorton@einrot.com,Pents1954,gohahP6eeh1,937-492-8876,Tidwell,4/9/1954,63,4.53E+15,452,300-56-1862,O+,87.1,170,40.350351,-84.199451
Joshua,Baade,674 Oakwood Avenue,New York,NY,New York,10013,JoshuaDBaade@armyspy.com,Farn1925,LahZ7shoo,212-680-4816,Thomas,8/24/1925,91,5.25E+15,131,057-58-8619,O+,64.9,163,40.665746,-74.084901
Robert,Wall,1215 Carolyns Circle,Arlington,TX,Texas,76011,RobertVWall@superrito.com,Ingichis,woot4peeNu5,214-770-1984,Brown,2/6/1931,86,4.56E+15,433,465-13-2925,O+,77.8,182,32.840008,-97.11016
Mary,Maxey,2137 Granville Lane,Clifton,NJ,New Jersey,7011,MaryRMaxey@gustr.com,Coving,pei6neiN3Foh,973-478-7601,Williams,11/15/1924,92,4.49E+15,240,153-40-7941,B+,63.4,152,40.802387,-74.065875
Nancy,Stallworth,2085 Sundown Lane,Austin,TX,Texas,78741,NancyJStallworth@cuvox.de,Youret,EibangeJ4,512-334-4267,Hatcher,5/7/1972,45,5.36E+15,692,642-54-7348,A+,67.8,156,30.287127,-97.79449
Chester,McAndrews,3191 Broad Street,Birmingham,AL,Alabama,35203,ChesterSMcAndrews@teleworm.us,Sult1964,ni8ij0yee6Ai,205-434-4288,Montgomery,6/12/1964,53,5.52E+15,73,418-43-1225,A+,71.9,184,33.596819,-86.79522
Linda,Dunlap,1207 Cross Street,Saginaw,MI,Michigan,48603,LindaADunlap@gustr.com,Hiciand,yooPh3bahu,989-964-5949,Butler,2/18/1953,64,5.38E+15,868,366-32-2762,A+,75,170,43.395503,-83.956431
Dean,Nathan,375 Hemlock Lane,Mcallen,TX,Texas,78501,DeanJNathan@superrito.com,Moste1966,see6Bah7aijai,956-460-4087,Pearson,8/28/1966,50,5.38E+15,362,449-24-7391,B+,67.2,180,26.139649,-98.204742
Christopher,Snell,323 Valley Street,Camden,NJ,New Jersey,8104,ChristopherPSnell@jourrapide.com,Acque1959,Mo5zu0muu,856-901-5362,Crowell,12/19/1959,57,4.93E+15,811,143-90-6193,B+,67.3,171,39.874694,-75.095027
Donald,Castellanos,1474 Locust View Drive,San Francisco,CA,California,94107,DonaldMCastellanos@gustr.com,Tepen1936,Quoxai9th,415-971-4670,Fulton,10/2/1936,80,5.32E+15,892,546-87-3842,O+,81.1,168,37.689588,-122.352605
Sandra,Jackson,4060 Cardinal Lane,Garfield Heights,OH,Ohio,44125,SandraCJackson@jourrapide.com,Unce1982,Ohfafa6ohqu,216-978-8025,Thornton,5/27/1982,35,5.24E+15,872,299-84-1105,A+,65.8,172,41.454937,-81.677319
Sarah,Bloss,2882 Tori Lane,West Valley City,UT,Utah,84119,SarahKBloss@dayrep.com,Geoplegatill,Wae8mae2,801-606-2776,Day,5/2/1949,68,4.49E+15,837,528-34-8691,O+,84.3,167,40.676354,-112.061532
Tamara,Bacon,3692 North Avenue,Firth,NE,Nebraska,68358,TamaraJBacon@einrot.com,Fesion,Nahxei8zae,402-791-3871,George,4/7/1932,85,4.54E+15,722,508-74-6298,B-,72.2,161,40.571817,-96.706439
Mabel,Adams,719 Melville Street,Memphis,TN,Tennessee,38118,MabelOAdams@cuvox.de,Ficust,Aequ9thangai,731-577-6084,Martin,7/5/1949,67,5.19E+15,153,762-01-6815,B+,80.5,159,35.048206,-89.988475
Christopher,Vasquez,1779 Oral Lake Road,Minneapolis,MN,Minnesota,55410,ChristopherGVasquez@fleckens.hu,Pliteruning,ohchou6Fah,952-285-3502,McDonough,7/18/1950,66,5.48E+15,59,468-54-9209,B+,101.9,165,44.814906,-93.343428
Robbie,Norris,4975 Providence Lane,Baldwin Park,CA,California,91706,RobbieMNorris@cuvox.de,Thesent,ahv8pooXie,626-851-3991,King,10/13/1923,93,4.54E+15,573,554-31-2814,A-,66.2,164,34.112032,-117.937099
Roy,Hill,1962 Broaddus Avenue,Scottsville,KY,Kentucky,42164,RoyCHill@teleworm.us,Porser,The7ilePaj,270-239-3658,Leonard,7/3/1957,59,5.29E+15,562,401-07-1837,B+,102.5,170,36.868613,-86.298346
Jay,Johnson,4021 Charter Street,Kansas City,KS,Kansas,66215,JayJJohnson@rhyta.com,Bobre1970,ohgh8aiSha4,913-707-2840,Wolfe,6/3/1970,47,5.24E+15,742,509-48-6521,AB+,89.7,168,39.062429,-94.755055
Kayla,Johnson,499 Oakway Lane,Riverside,CA,California,92507,KaylaCJohnson@jourrapide.com,Foret1984,quood2Vaing,818-334-9740,Nelson,11/28/1984,32,4.92E+15,609,602-31-2036,A+,56.9,175,34.064999,-117.403627
Betty,Uribe,1940 Hart Ridge Road,Saginaw,MI,Michigan,48607,BettyPUribe@einrot.com,Mittilen88,ohfori9aiTh,989-307-7170,Messer,5/7/1988,29,4.93E+15,310,385-04-1737,A+,48.2,171,43.413884,-83.862064
Leon,Morris,3982 Southern Street,Lynbrook,NY,New York,11563,LeonKMorris@jourrapide.com,Fene1954,mohc9to6I,516-632-4840,Johnson,12/10/1954,62,5.49E+15,682,053-28-7423,A+,78.3,171,40.732432,-73.659801
Sandra,Alvarado,3324 Buffalo Creek Road,Madison,TN,Tennessee,37115,SandraHAlvarado@fleckens.hu,Ciss1959,buiVichi2U,615-868-9148,Armstrong,11/24/1959,57,4.53E+15,622,415-73-9860,O-,61.3,152,36.186312,-86.676215
Roy,Farrell,2202 Dancing Dove Lane,Brooklyn,NY,New York,11206,RoyYFarrell@teleworm.us,Ganow1941,Ooz6quogh,347-562-9952,Pena,8/10/1941,75,4.92E+15,912,061-40-0106,A+,95.9,163,40.762215,-73.875876
John,Craig,606 Farland Street,Walpole,MA,Massachusetts,2081,JohnKCraig@dayrep.com,Wharned,EeNg2eik6o,774-242-5920,Gill,1/21/1980,37,5.11E+15,355,023-68-2974,A+,71,179,42.071263,-71.249521
Ingrid,Jones,4426 Stonepot Road,Newark,NJ,New Jersey,7102,IngridJJones@jourrapide.com,Tecame35,weMogaeb3g,908-375-0616,McCracken,10/3/1935,81,4.53E+15,324,145-18-7686,B+,75.8,151,40.740496,-74.238748
Robert,Llewellyn,1911 Elk Rd Little,Sacaton,AZ,Arizona,85247,RobertCLlewellyn@fleckens.hu,Wasitas,aeJuThe0Jo,520-315-6288,Randolph,7/21/1948,68,5.13E+15,371,527-31-4170,B+,94.1,172,33.077078,-111.74514
Brian,Norton,4498 Locust Street,Bainbridge,GA,Georgia,31717,BrianKNorton@superrito.com,Picamortiver,ubo8chooChae,229-726-3343,West,1/10/1969,48,4.72E+15,689,260-95-5426,O+,99.2,171,30.796871,-84.714953
Charla,Tondreau,2231 Primrose Lane,Madison,WI,Wisconsin,53703,CharlaATondreau@teleworm.us,Fecousels,oLee0aesu,608-559-1161,Mooney,9/27/1981,35,5.30E+15,263,395-25-3053,O+,55.8,171,43.04211,-89.319859
Nancy,Clark,560 Mulberry Avenue,Little Rock,AR,Arkansas,72211,NancyWClark@dayrep.com,Sathe1934,Yiehei1ieph,501-301-6674,Sheldon,4/25/1934,83,5.37E+15,691,432-89-6853,A-,80.4,154,34.752078,-92.397516
